Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE"
People,Race,"American Indian and Alaska Native",731,(+/-455),1769,(+/-403),7027,(+/-848),2196,(+/-618)
People,Race,Asian,4839,(+/-878),5012,"(+/-1,668)",8676,"(+/-1,612)",12013,(+/-862)
People,Race,"Native Hawaiian and Other Pacific Islander",402,(+/-398),0,(+/-207),362,(+/-455),70,(+/-114)
People,Race,"Some other race",7296,"(+/-1,684)",6381,"(+/-1,791)",3810,"(+/-1,489)",8828,"(+/-2,859)"
People,Race,"Two or more races",10338,"(+/-2,296)",3981,"(+/-1,185)",6313,"(+/-1,875)",15228,"(+/-3,062)"
People,"Hispanic or Latino and Race","Total population",758765,"(+/-2,791)",724075,"(+/-6,594)",745475,"(+/-5,541)",764018,(+/-558)
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",24742,(+/-174),13701,"(+/-2,954)",16026,"(+/-1,587)",31289,"(+/-1,267)"
People,"Hispanic or Latino and Race",Mexican,20108,"(+/-1,438)",8444,"(+/-2,388)",8607,"(+/-1,929)",15327,"(+/-2,596)"
People,"Hispanic or Latino and Race","Puerto Rican",920,(+/-575),2149,"(+/-1,592)",1688,(+/-777),5332,"(+/-1,817)"
People,"Hispanic or Latino and Race",Cuban,142,(+/-142),0,(+/-207),426,(+/-404),285,(+/-245)
People,"Hispanic or Latino and Race","Other Hispanic or Latino",3572,"(+/-1,252)",3108,"(+/-1,643)",5305,"(+/-1,795)",10345,"(+/-2,511)"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",734023,"(+/-2,802)",710374,"(+/-6,576)",729449,"(+/-5,296)",732729,"(+/-1,376)"
People,"Place of Birth","Total population",758765,"(+/-2,791)",724075,"(+/-6,594)",745475,"(+/-5,541)",764018,(+/-558)
People,"Place of Birth",Native,741277,"(+/-3,799)",712619,"(+/-6,870)",727073,"(+/-5,670)",739106,"(+/-2,936)"
People,"Place of Birth","Born in United States",736317,"(+/-3,942)",708794,"(+/-6,820)",723625,"(+/-5,659)",730433,"(+/-3,488)"
People,"Place of Birth","State of residence",485061,"(+/-8,210)",605712,"(+/-8,840)",566647,"(+/-8,305)",482879,"(+/-7,705)"
People,"Place of Birth","Different state",251256,"(+/-7,840)",103082,"(+/-5,816)",156978,"(+/-7,614)",247554,"(+/-8,022)"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",4960,"(+/-1,403)",3825,"(+/-1,715)",3448,"(+/-1,196)",8673,"(+/-2,423)"
People,"Place of Birth","Foreign born",17488,"(+/-2,402)",11456,"(+/-2,282)",18402,"(+/-2,595)",24912,"(+/-2,914)"
People,Ancestry,"Total population",758765,"(+/-2,791)",724075,"(+/-6,594)",745475,"(+/-5,541)",764018,(+/-558)
People,Ancestry,American,100257,"(+/-6,255)",57640,"(+/-5,764)",89268,"(+/-6,243)",90875,"(+/-8,265)"
People,Ancestry,Arab,1050,"(+/-1,065)",757,(+/-493),1895,"(+/-1,567)",1029,(+/-682)
People,Ancestry,Czech,174,(+/-164),81,(+/-82),207,(+/-291),548,(+/-445)
People,Ancestry,Danish,485,(+/-458),256,(+/-216),534,(+/-400),801,(+/-461)
People,Ancestry,Dutch,5906,"(+/-1,990)",2465,"(+/-1,049)",3315,"(+/-1,135)",5539,"(+/-1,669)"
People,Ancestry,English,84174,"(+/-7,137)",26594,"(+/-3,547)",57830,"(+/-5,833)",51825,"(+/-5,395)"
People,Ancestry,"French (except Basque)",9663,"(+/-2,114)",4863,"(+/-1,407)",13405,"(+/-2,567)",48434,"(+/-5,843)"
People,Ancestry,"French Canadian",803,(+/-677),616,(+/-424),1883,(+/-820),2850,(+/-995)
People,Ancestry,German,43563,"(+/-4,950)",13969,"(+/-2,117)",37011,"(+/-4,210)",60747,"(+/-6,284)"
People,Ancestry,Greek,378,(+/-254),9,(+/-17),896,(+/-746),1398,(+/-796)
People,Ancestry,Hungarian,898,(+/-738),153,(+/-175),209,(+/-179),1345,(+/-770)
People,Ancestry,Irish,77564,"(+/-6,950)",29756,"(+/-3,117)",62802,"(+/-6,148)",75879,"(+/-6,172)"
People,Ancestry,Italian,13843,"(+/-3,230)",6852,"(+/-1,712)",11154,"(+/-2,464)",21690,"(+/-3,299)"
People,Ancestry,Lithuanian,203,(+/-200),0,(+/-207),245,(+/-234),635,(+/-496)
People,Ancestry,Norwegian,2129,(+/-848),798,(+/-467),2815,"(+/-1,242)",2184,(+/-833)
People,Ancestry,Polish,4063,"(+/-1,766)",488,(+/-267),3456,"(+/-1,302)",6219,"(+/-2,000)"
People,Ancestry,Portuguese,84,(+/-90),925,"(+/-1,171)",921,(+/-666),886,(+/-490)
People,Ancestry,Russian,719,(+/-476),356,(+/-257),289,(+/-339),2178,"(+/-1,599)"
People,Ancestry,Scotch-Irish,10970,"(+/-2,043)",5233,"(+/-1,075)",16100,"(+/-2,703)",14183,"(+/-3,623)"
People,Ancestry,Scottish,13819,"(+/-2,181)",4080,"(+/-1,232)",13362,"(+/-2,855)",14462,"(+/-2,893)"
People,Ancestry,Slovak,221,(+/-183),0,(+/-207),138,(+/-148),458,(+/-240)
People,Ancestry,"Subsaharan African",2195,"(+/-1,181)",4183,"(+/-1,100)",3542,"(+/-2,147)",13626,"(+/-3,210)"
People,Ancestry,Swedish,1794,(+/-744),1038,(+/-514),1322,(+/-621),2335,(+/-825)
People,Ancestry,Swiss,655,(+/-500),357,(+/-416),1752,"(+/-1,780)",282,(+/-304)
People,Ancestry,Ukrainian,54,(+/-94),0,(+/-207),214,(+/-189),479,(+/-432)
People,Ancestry,Welsh,2323,(+/-900),1736,"(+/-1,101)",1816,"(+/-1,130)",2851,"(+/-1,112)"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",270,(+/-280),652,(+/-382),408,(+/-326),1561,(+/-791)
People,"Veteran Status","Civilian population 18 years and over",574733,"(+/-2,235)",537952,"(+/-5,079)",568857,"(+/-4,905)",572120,"(+/-2,330)"
People,"Veteran Status","Civilian veterans",39374,"(+/-2,887)",31053,"(+/-2,597)",36228,"(+/-2,585)",58150,"(+/-3,486)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",749923,"(+/-3,074)",703503,"(+/-7,140)",727997,"(+/-5,845)",746145,"(+/-2,366)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",118446,"(+/-4,552)",108115,"(+/-5,354)",113799,"(+/-4,967)",133952,"(+/-6,412)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",182572,"(+/-1,801)",185283,"(+/-3,103)",174432,"(+/-3,512)",183377,"(+/-1,888)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",7084,"(+/-1,375)",6550,"(+/-1,263)",8703,"(+/-1,749)",10362,"(+/-2,425)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",455686,"(+/-2,560)",421629,"(+/-5,483)",443750,"(+/-5,067)",452413,"(+/-3,288)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",65615,"(+/-4,046)",59897,"(+/-4,151)",57580,"(+/-3,980)",76173,"(+/-4,649)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",111665,"(+/-1,652)",96591,"(+/-2,145)",109815,"(+/-2,614)",110355,"(+/-2,068)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",45747,"(+/-2,373)",41668,"(+/-2,803)",47516,"(+/-2,876)",47417,"(+/-2,616)"
People,"Residence 1 Year Ago","Population 1 year and over",751221,"(+/-2,904)",714462,"(+/-6,588)",738547,"(+/-5,665)",755059,"(+/-1,852)"
People,"Residence 1 Year Ago","Same house",647207,"(+/-8,280)",631196,"(+/-10,067)",644753,"(+/-9,430)",631504,"(+/-9,894)"
People,"Residence 1 Year Ago","Different house in the U.S.",103649,"(+/-7,886)",82014,"(+/-7,599)",90816,"(+/-8,730)",120726,"(+/-9,779)"
People,"Residence 1 Year Ago","Same county",60325,"(+/-7,225)",52714,"(+/-6,021)",48426,"(+/-6,153)",63420,"(+/-8,506)"
People,"Residence 1 Year Ago","Different county",43324,"(+/-4,234)",29300,"(+/-3,973)",42390,"(+/-5,410)",57306,"(+/-5,494)"
People,"Residence 1 Year Ago","Same state",25944,"(+/-3,321)",18294,"(+/-3,010)",27092,"(+/-3,969)",31639,"(+/-4,535)"
People,"Residence 1 Year Ago","Different state",17380,"(+/-2,754)",11006,"(+/-2,265)",15298,"(+/-3,198)",25667,"(+/-3,755)"
People,"Residence 1 Year Ago",Abroad,365,(+/-220),1252,(+/-491),2978,"(+/-1,126)",2829,"(+/-1,084)"
Workers,"Employment Status","Population 16 years and over",597597,"(+/-2,496)",557338,"(+/-5,338)",590871,"(+/-4,880)",599907,"(+/-2,296)"
Workers,"Employment Status","In labor force",349771,"(+/-6,373)",298107,"(+/-5,822)",340209,"(+/-5,824)",347043,"(+/-6,636)"
Workers,"Employment Status","Civilian labor force",348769,"(+/-6,427)",297888,"(+/-5,849)",338931,"(+/-5,870)",338720,"(+/-6,559)"
Workers,"Employment Status",Employed,321776,"(+/-5,952)",262679,"(+/-5,313)",315315,"(+/-6,140)",306909,"(+/-7,318)"
Workers,"Employment Status",Unemployed,26993,"(+/-3,272)",35209,"(+/-3,518)",23616,"(+/-2,814)",31811,"(+/-3,632)"
Workers,"Employment Status","Armed Forces",1002,(+/-467),219,(+/-233),1278,(+/-613),8323,"(+/-1,334)"
Workers,"Employment Status","Not in labor force",247826,"(+/-5,511)",259231,"(+/-5,606)",250662,"(+/-5,605)",252864,"(+/-6,502)"
Workers,"Employment Status","Civilian labor force",348769,"(+/-6,427)",297888,"(+/-5,849)",338931,"(+/-5,870)",338720,"(+/-6,559)"
Workers,"Employment Status","Unemployment Rate",7.7,(+/-0.9),11.8,(+/-1.1),7,(+/-0.8),9.4,(+/-1.1)
Workers,"Commuting to Work","Workers 16 years and over",317444,"(+/-5,971)",256364,"(+/-5,146)",311546,"(+/-6,022)",308553,"(+/-7,303)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",276420,"(+/-5,946)",218998,"(+/-5,770)",265307,"(+/-6,110)",259128,"(+/-7,448)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",26287,"(+/-2,544)",25928,"(+/-3,263)",30545,"(+/-3,193)",26831,"(+/-3,312)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",747,(+/-370),1094,(+/-438),815,(+/-546),1178,(+/-690)
Workers,"Commuting to Work",Walked,3419,"(+/-1,095)",3206,"(+/-1,035)",4764,"(+/-1,359)",6313,(+/-962)
Workers,"Commuting to Work","Other means",2972,(+/-891),2290,(+/-811),4409,"(+/-1,285)",8141,"(+/-1,612)"
Workers,"Commuting to Work","Worked at home",7599,"(+/-1,502)",4848,"(+/-1,103)",5706,"(+/-1,484)",6962,"(+/-1,512)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.5,(+/-0.6),23,(+/-0.7),24.7,(+/-0.7),25.8,(+/-0.8)
Workers,Occupation,"Civilian employed population 16 years and over",321776,"(+/-5,952)",262679,"(+/-5,313)",315315,"(+/-6,140)",306909,"(+/-7,318)"
Workers,Occupation,"Management, business, science, and arts occupations",94124,"(+/-4,901)",72565,"(+/-3,820)",111953,"(+/-5,112)",92686,"(+/-4,836)"
Workers,Occupation,"Service occupations",48218,"(+/-4,008)",54630,"(+/-4,009)",52351,"(+/-3,873)",56653,"(+/-4,150)"
Workers,Occupation,"Sales and office occupations",79243,"(+/-4,564)",60935,"(+/-4,107)",70901,"(+/-4,832)",73630,"(+/-5,052)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",29552,"(+/-3,093)",23238,"(+/-2,583)",35097,"(+/-2,903)",42016,"(+/-3,727)"
Workers,Occupation,"Production, transportation, and material moving occupations",70639,"(+/-4,313)",51311,"(+/-3,376)",45013,"(+/-3,619)",41924,"(+/-3,152)"
Workers,Industry,"Civilian employed population 16 years and over",321776,"(+/-5,952)",262679,"(+/-5,313)",315315,"(+/-6,140)",306909,"(+/-7,318)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",6033,"(+/-1,303)",9526,"(+/-1,692)",11544,"(+/-1,997)",7546,"(+/-1,582)"
Workers,Industry,Construction,18881,"(+/-2,106)",14851,"(+/-2,218)",21862,"(+/-2,551)",27201,"(+/-3,049)"
Workers,Industry,Manufacturing,58213,"(+/-3,878)",36615,"(+/-2,867)",36671,"(+/-3,676)",33190,"(+/-3,318)"
Workers,Industry,"Wholesale trade",9742,"(+/-1,531)",7347,"(+/-1,393)",8320,"(+/-1,612)",6589,"(+/-1,432)"
Workers,Industry,"Retail trade",39431,"(+/-3,573)",28508,"(+/-2,566)",32828,"(+/-3,311)",42906,"(+/-3,142)"
Workers,Industry,"Transportation and warehousing, and utilities",24763,"(+/-2,517)",15154,"(+/-1,987)",14128,"(+/-2,151)",16140,"(+/-2,202)"
Workers,Industry,Information,4406,"(+/-1,278)",2679,(+/-920),3963,"(+/-1,037)",3446,"(+/-1,013)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",17972,"(+/-2,326)",8660,"(+/-1,372)",16626,"(+/-2,592)",13518,"(+/-2,204)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",20145,"(+/-2,538)",14899,"(+/-1,811)",23736,"(+/-2,914)",22498,"(+/-2,689)"
Workers,Industry,"Educational services, and health care and social assistance",70051,"(+/-4,254)",70172,"(+/-3,864)",84006,"(+/-4,653)",67907,"(+/-4,740)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",25392,"(+/-2,989)",24487,"(+/-2,004)",28594,"(+/-3,549)",36625,"(+/-3,913)"
Workers,Industry,"Other services, except public administration",13504,"(+/-1,628)",10840,"(+/-1,501)",16388,"(+/-2,407)",13993,"(+/-2,388)"
Workers,Industry,"Public administration",13243,"(+/-1,852)",18941,"(+/-2,156)",16649,"(+/-2,370)",15350,"(+/-2,341)"
Workers,"Class of Worker","Civilian employed population 16 years and over",321776,"(+/-5,952)",262679,"(+/-5,313)",315315,"(+/-6,140)",306909,"(+/-7,318)"
Workers,"Class of Worker","Private wage and salary workers",256761,"(+/-6,497)",192774,"(+/-5,573)",241392,"(+/-5,456)",236013,"(+/-6,328)"
Workers,"Class of Worker","Government workers",49079,"(+/-3,670)",57829,"(+/-3,469)",56772,"(+/-4,173)",52877,"(+/-4,752)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",15547,"(+/-1,904)",11965,"(+/-1,488)",16226,"(+/-2,275)",17759,"(+/-2,210)"
Workers,"Class of Worker","Unpaid family workers",389,(+/-279),111,(+/-114),925,(+/-512),260,(+/-173)
Housing,"Housing Occupancy","Total housing units",325089,"(+/-1,609)",309895,"(+/-3,430)",328304,"(+/-3,905)",337644,"(+/-2,066)"
Housing,"Housing Occupancy","Occupied housing units",283891,"(+/-3,683)",259082,"(+/-4,207)",279489,"(+/-4,831)",281909,"(+/-4,657)"
Housing,"Housing Occupancy","Vacant housing units",41198,"(+/-3,715)",50813,"(+/-3,082)",48815,"(+/-3,559)",55735,"(+/-4,351)"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.1,(+/-0.7),2.4,(+/-0.6),1.7,(+/-0.4),3,(+/-0.8)
Housing,"Housing Occupancy","Rental vacancy rate",7.7,(+/-1.6),9.9,(+/-1.5),6.7,(+/-1.5),10.7,(+/-2.0)
Housing,"Housing Tenure","Occupied housing units",283891,"(+/-3,683)",259082,"(+/-4,207)",279489,"(+/-4,831)",281909,"(+/-4,657)"
Housing,"Housing Tenure",Owner-occupied,199692,"(+/-4,572)",159067,"(+/-3,747)",198820,"(+/-5,244)",186624,"(+/-4,835)"
Housing,"Housing Tenure",Renter-occupied,84199,"(+/-4,406)",100015,"(+/-3,866)",80669,"(+/-4,513)",95285,"(+/-4,523)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.62,(+/-0.05),2.59,(+/-0.05),2.6,(+/-0.05),2.62,(+/-0.05)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.58,(+/-0.10),2.8,(+/-0.08),2.51,(+/-0.08),2.68,(+/-0.09)
Housing,"Year Householder Moved into Unit","Occupied housing units",283891,"(+/-3,683)",259082,"(+/-4,207)",279489,"(+/-4,831)",281909,"(+/-4,657)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",19165,"(+/-2,012)",14492,"(+/-2,022)",19411,"(+/-2,440)",22606,"(+/-2,636)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",88608,"(+/-3,668)",79788,"(+/-3,652)",85928,"(+/-3,874)",95590,"(+/-4,972)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",80310,"(+/-3,675)",70445,"(+/-3,625)",80788,"(+/-4,145)",78765,"(+/-4,074)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",43136,"(+/-3,383)",44538,"(+/-2,963)",42798,"(+/-3,050)",38038,"(+/-2,695)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",25183,"(+/-2,467)",22797,"(+/-2,169)",21484,"(+/-1,975)",20250,"(+/-2,012)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",27489,"(+/-2,394)",27022,"(+/-1,985)",29080,"(+/-2,288)",26660,"(+/-2,231)"
Housing,Value,"Owner-occupied units",199692,"(+/-4,572)",159067,"(+/-3,747)",198820,"(+/-5,244)",186624,"(+/-4,835)"
Housing,Value,"Less than $50,000",30480,"(+/-3,219)",37271,"(+/-2,561)",36514,"(+/-2,956)",26771,"(+/-2,909)"
Housing,Value,"$50,000 to $99,999",54811,"(+/-3,243)",52562,"(+/-2,778)",46147,"(+/-3,330)",46242,"(+/-3,164)"
Housing,Value,"$100,000 to $149,999",38427,"(+/-3,007)",26571,"(+/-2,172)",34479,"(+/-2,854)",38317,"(+/-3,023)"
Housing,Value,"$150,000 to $199,999",34046,"(+/-2,396)",17930,"(+/-2,001)",31210,"(+/-2,494)",32642,"(+/-2,916)"
Housing,Value,"$200,000 to $299,999",27836,"(+/-2,783)",16040,"(+/-1,540)",29951,"(+/-2,827)",26680,"(+/-2,735)"
Housing,Value,"$300,000 to $499,999",11172,"(+/-1,694)",5939,"(+/-1,184)",15547,"(+/-1,926)",11620,"(+/-2,010)"
Housing,Value,"$500,000 to $999,999",2160,(+/-714),2263,(+/-750),4344,"(+/-1,038)",3288,(+/-993)
Housing,Value,"$1,000,000 or more",760,(+/-360),491,(+/-264),628,(+/-271),1064,(+/-542)
Housing,Value,"Median (dollars)",116900,"(+/-3,997)",88600,"(+/-2,418)",121600,"(+/-3,768)",122200,"(+/-3,560)"
Housing,"Mortgage Status","Owner-occupied units",199692,"(+/-4,572)",159067,"(+/-3,747)",198820,"(+/-5,244)",186624,"(+/-4,835)"
Housing,"Mortgage Status","Housing units with a mortgage",104964,"(+/-4,195)",79154,"(+/-3,342)",96280,"(+/-4,664)",88226,"(+/-3,973)"
Housing,"Mortgage Status","Housing units without a mortgage",94728,"(+/-3,377)",79913,"(+/-2,643)",102540,"(+/-4,367)",98398,"(+/-3,960)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",104964,"(+/-4,195)",79154,"(+/-3,342)",96280,"(+/-4,664)",88226,"(+/-3,973)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",3308,(+/-859),3030,(+/-843),3388,(+/-802),2591,(+/-863)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",43958,"(+/-3,291)",37065,"(+/-2,147)",34328,"(+/-2,903)",32514,"(+/-2,771)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",34987,"(+/-2,629)",25279,"(+/-2,717)",32412,"(+/-3,008)",29358,"(+/-2,942)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",15365,"(+/-1,964)",8340,"(+/-1,242)",15460,"(+/-2,003)",15700,"(+/-2,055)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",4750,"(+/-1,118)",3220,(+/-856),5263,"(+/-1,104)",4708,"(+/-1,100)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",1040,(+/-558),1311,(+/-578),2803,(+/-902),1775,(+/-790)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",1556,(+/-579),909,(+/-505),2626,(+/-711),1580,(+/-684)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1061,(+/-29),995,(+/-21),1141,(+/-31),1133,(+/-30)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",94728,"(+/-3,377)",79913,"(+/-2,643)",102540,"(+/-4,367)",98398,"(+/-3,960)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",24859,"(+/-2,028)",18113,"(+/-1,578)",24544,"(+/-2,273)",22015,"(+/-2,108)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",35055,"(+/-2,414)",29385,"(+/-2,223)",35147,"(+/-2,906)",35216,"(+/-3,044)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",24092,"(+/-2,241)",21738,"(+/-2,003)",27472,"(+/-2,396)",28303,"(+/-2,527)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",7392,"(+/-1,210)",7228,"(+/-1,210)",10742,"(+/-1,649)",9330,"(+/-1,448)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2407,(+/-750),2286,(+/-858),3167,(+/-858),1957,(+/-623)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",923,(+/-403),1163,(+/-436),1468,(+/-445),1577,(+/-583)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",340,(+/-9),361,(+/-9),362,(+/-10),366,(+/-10)
Housing,"Gross Rent","Occupied units paying rent",74497,"(+/-4,224)",83546,"(+/-3,670)",69121,"(+/-4,484)",86086,"(+/-4,415)"
Housing,"Gross Rent","Less than $500",16602,"(+/-1,884)",21874,"(+/-2,393)",12249,"(+/-1,727)",11275,"(+/-1,701)"
Housing,"Gross Rent","$500 to $999",42484,"(+/-3,682)",52150,"(+/-3,245)",41015,"(+/-3,663)",53086,"(+/-4,024)"
Housing,"Gross Rent","$1,000 to $1,499",12424,"(+/-2,051)",9094,"(+/-1,343)",12665,"(+/-2,259)",19702,"(+/-2,519)"
Housing,"Gross Rent","$1,500 to $1,999",2247,(+/-923),317,(+/-256),2440,(+/-928),1499,(+/-717)
Housing,"Gross Rent","$2,000 to $2,499",104,(+/-136),91,(+/-97),181,(+/-169),489,(+/-430)
Housing,"Gross Rent","$2,500 to $2,999",453,(+/-419),0,(+/-207),500,(+/-500),35,(+/-59)
Housing,"Gross Rent","$3,000 or more",183,(+/-200),20,(+/-41),71,(+/-115),0,(+/-207)
Housing,"Gross Rent","Median (dollars)",710,(+/-20),673,(+/-19),739,(+/-21),773,(+/-20)
Housing,"Gross Rent","No rent paid",9702,"(+/-1,600)",16469,"(+/-1,702)",11548,"(+/-1,673)",9199,"(+/-1,512)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",283891,"(+/-3,683)",259082,"(+/-4,207)",279489,"(+/-4,831)",281909,"(+/-4,657)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",25437,"(+/-2,576)",41762,"(+/-2,951)",30580,"(+/-2,759)",28760,"(+/-2,586)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",19025,"(+/-2,425)",21620,"(+/-2,194)",17800,"(+/-2,167)",18090,"(+/-2,290)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",39298,"(+/-2,937)",41918,"(+/-2,947)",36806,"(+/-2,872)",39559,"(+/-3,040)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",33952,"(+/-3,051)",31262,"(+/-2,614)",31476,"(+/-3,026)",31784,"(+/-3,446)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",40742,"(+/-2,935)",35663,"(+/-3,040)",39987,"(+/-3,090)",41781,"(+/-3,815)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",51999,"(+/-3,623)",38977,"(+/-3,458)",45471,"(+/-4,170)",46995,"(+/-2,686)"
