Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,11.4,(+/-2.4),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,9.5,(+/-0.7),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,6.6,(+/-1.1),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,People in families,6.6,(+/-1.0),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,21,(+/-1.5),,,,
Education,School Enrollment,Population 3 years and over enrolled in school,150285,(+/-2,810),,,
Education,School Enrollment,Nursery school, preschool,7887,(+/-1,147),,
Education,School Enrollment,Kindergarten,5569,(+/-973),,,,
Education,School Enrollment,Elementary school (grades 1-8),53466,(+/-1,492),,,
Education,School Enrollment,High school (grades 9-12),31446,(+/-1,576),,,
Education,School Enrollment,College or graduate school,51917,(+/-2,557),,,
Education,Educational Attainment,Population 25 years and over,438654,(+/-893),,,,
Education,Educational Attainment,Less than 9th grade,12303,(+/-1,461),,,
Education,Educational Attainment,9th to 12th grade, no diploma,24166,(+/-2,103),,
Education,Educational Attainment,High school graduate (includes equivalency),127127,(+/-4,063),,,
Education,Educational Attainment,Some college, no degree,75070,(+/-3,920),,
Education,Educational Attainment,Associate's degree,37916,(+/-2,632),,,
Education,Educational Attainment,Bachelor's degree,97824,(+/-3,782),,,
Education,Educational Attainment,Graduate or professional degree,64248,(+/-3,205),,,
Education,Educational Attainment,Percent high school graduate or higher,91.7,(+/-0.6),,,,
Education,Educational Attainment,Percent bachelor's degree or higher,36.9,(+/-1.1),,,,
Topic,Subject,Title,District (At Large) Value,District (At Large) Flag,,,,
Business,Paid employees for pay period including March 12,Total for all sectors,266363,G,,,,
Business,Paid employees for pay period including March 12,Agriculture, forestry, fishing and hunting,506,H,,
Business,Paid employees for pay period including March 12,Mining, quarrying, and oil and gas extraction,467,H,,
Business,Paid employees for pay period including March 12,Utilities,1943,H,,,,
Business,Paid employees for pay period including March 12,Construction,13911,G,,,,
Business,Paid employees for pay period including March 12,Manufacturing,29786,G,,,,
Business,Paid employees for pay period including March 12,Wholesale trade,11605,G,,,,
Business,Paid employees for pay period including March 12,Retail trade,40006,G,,,,
Business,Paid employees for pay period including March 12,Transportation and warehousing,5744,G,,,,
Business,Paid employees for pay period including March 12,Information,6839,G,,,,
Business,Paid employees for pay period including March 12,Finance and insurance,9103,G,,,,
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,3401,G,,,,
Business,Paid employees for pay period including March 12,Professional, scientific, and technical services,18840,G,,
Business,Paid employees for pay period including March 12,Management of companies and enterprises,2825,H,,,,
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,7877,G,,,,
Business,Paid employees for pay period including March 12,Educational services,15899,G,,,,
Business,Paid employees for pay period including March 12,Health care and social assistance,48095,G,,,,
Business,Paid employees for pay period including March 12,Arts, entertainment, and recreation,7165,G,,
Business,Paid employees for pay period including March 12,Accommodation and food services,32985,G,,,,
Business,Paid employees for pay period including March 12,Other services (except public administration),9310,G,,,,
Business,Paid employees for pay period including March 12,Industries not classified,56,J,,,,
Business,Annual payroll ($1,000),Total for all sectors,10615093,G,,,
Business,Annual payroll ($1,000),Agriculture, forestry, fishing and hunting,18347,G,
Business,Annual payroll ($1,000),Mining, quarrying, and oil and gas extraction,31417,H,
Business,Annual payroll ($1,000),Utilities,168985,H,,,
Business,Annual payroll ($1,000),Construction,742312,G,,,
Business,Annual payroll ($1,000),Manufacturing,1566977,G,,,
Business,Annual payroll ($1,000),Wholesale trade,628752,G,,,
Business,Annual payroll ($1,000),Retail trade,1098596,G,,,
Business,Annual payroll ($1,000),Transportation and warehousing,227381,G,,,
Business,Annual payroll ($1,000),Information,416883,G,,,
Business,Annual payroll ($1,000),Finance and insurance,645697,G,,,
Business,Annual payroll ($1,000),Real estate and rental and leasing,149260,G,,,
Business,Annual payroll ($1,000),Professional, scientific, and technical services,922298,G,
Business,Annual payroll ($1,000),Management of companies and enterprises,181188,H,,,
Business,Annual payroll ($1,000),Administrative and support and waste management and remediation services,255218,G,,,
Business,Annual payroll ($1,000),Educational services,472358,G,,,
Business,Annual payroll ($1,000),Health care and social assistance,2073658,G,,,
Business,Annual payroll ($1,000),Arts, entertainment, and recreation,144714,G,
Business,Annual payroll ($1,000),Accommodation and food services,594410,G,,,
Business,Annual payroll ($1,000),Other services (except public administration),275031,G,,,
Business,Annual payroll ($1,000),Industries not classified,1611,G,,,
Business,Total Establishments,Total for all sectors,21121,X,,,,
Business,Total Establishments,Agriculture, forestry, fishing and hunting,142,X,,
Business,Total Establishments,Mining, quarrying, and oil and gas extraction,45,X,,
Business,Total Establishments,Utilities,59,X,,,,
Business,Total Establishments,Construction,2701,X,,,,
Business,Total Establishments,Manufacturing,1000,X,,,,
Business,Total Establishments,Wholesale trade,824,X,,,,
Business,Total Establishments,Retail trade,3351,X,,,,
Business,Total Establishments,Transportation and warehousing,485,X,,,,
Business,Total Establishments,Information,485,X,,,,
Business,Total Establishments,Finance and insurance,939,X,,,,
Business,Total Establishments,Real estate and rental and leasing,773,X,,,,
Business,Total Establishments,Professional, scientific, and technical services,2125,X,,
Business,Total Establishments,Management of companies and enterprises,88,X,,,,
Business,Total Establishments,Administrative and support and waste management and remediation services,1111,X,,,,
Business,Total Establishments,Educational services,392,X,,,,
Business,Total Establishments,Health care and social assistance,2103,X,,,,
Business,Total Establishments,Arts, entertainment, and recreation,473,X,,
Business,Total Establishments,Accommodation and food services,1951,X,,,,
Business,Total Establishments,Other services (except public administration),2021,X,,,,
Business,Total Establishments,Industries not classified,53,X,,,,
Source: 2015 American Community Survey 1-Year Estimates,,,,,,,,
Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics.
Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race.,,,,,,,
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.,,,,,,,,
An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.,,,,,,,
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.,,,,,,,,
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.,,,,,,,,
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.,,,,,,,,
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.,,,,,,,,
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.,,,,,,,,
An '(X)' means that the estimate is not applicable or not available,,,,,,,,
If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes.,,,,,,,
Source: 2015 County Business Patterns for Congressional Districts,,,,,,,,
1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry.,,,
2. Industries not classified - Industry could not be determined.,,,,,,,,
3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts.,,,,,,,
4. If a sector does not appear in a district, CBP did not identify any establishments in the district.,,,,,,,
5. Disclosure and Quality Indicator Flag Definitions:,,,,,,,,
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals,,,,,,,,
G Cell value changed by less than 2 percent by the application of noise,,,,,,,,
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise,,,,,,,,
S Cell value withheld because it did not meet publication standards,,,,,,,,
N Not available or not comparable,,,,,,,,
X Not applicable,,,,,,,,
a 0 to 19 employees,,,,,,,,
b 20 to 99 employees,,,,,,,,
c 100 to 249 employees,,,,,,,,
e 250 to 499 employees,,,,,,,,
f 500 to 999 employees,,,,,,,,
g 1,000 to 2,499 employees,,,,,,
h 2,500 to 4,999 employees,,,,,,
i 5,000 to 9,999 employees,,,,,,
j 10,000 to 24,999 employees,,,,,,
l 50,000 to 99,999 employees,,,,,,
m 100,000 employees or more,,,,,,,
