Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE"
People,Race,"Native Hawaiian and Other Pacific Islander",562,(+/-871),478,(+/-342),235,(+/-198),603,(+/-361),2437,(+/-740),545,(+/-547),1243,(+/-510),96,(+/-130)
People,Race,"Some other race",4778,"(+/-1,989)",5060,"(+/-2,107)",2726,"(+/-1,019)",7681,"(+/-1,939)",29815,"(+/-3,665)",4861,"(+/-1,603)",9361,"(+/-2,144)",1332,(+/-589)
People,Race,"Two or more races",22992,"(+/-3,605)",15281,"(+/-3,155)",13870,"(+/-2,482)",21938,"(+/-2,955)",22481,"(+/-3,123)",19319,"(+/-2,687)",20532,"(+/-2,321)",13453,"(+/-2,305)"
People,"Hispanic or Latino and Race","Total population",736055,"(+/-7,386)",767531,"(+/-9,700)",774899,"(+/-8,489)",762763,"(+/-4,263)",757920,"(+/-7,261)",765667,"(+/-7,540)",770073,"(+/-2,331)",748764,"(+/-4,987)"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",26755,"(+/-2,259)",20096,"(+/-2,770)",16735,"(+/-1,953)",28741,(+/-836),67416,"(+/-2,483)",29487,"(+/-2,468)",38389,(+/-529),12794,"(+/-1,321)"
People,"Hispanic or Latino and Race",Mexican,17621,"(+/-3,200)",10518,"(+/-2,383)",10572,"(+/-2,021)",20039,"(+/-1,756)",50292,"(+/-4,268)",19083,"(+/-2,895)",27431,"(+/-2,359)",9570,"(+/-1,507)"
People,"Hispanic or Latino and Race","Puerto Rican",2221,"(+/-1,417)",1885,(+/-991),1429,(+/-634),2983,"(+/-1,154)",1816,"(+/-1,055)",1591,(+/-873),2234,"(+/-1,368)",500,(+/-333)
People,"Hispanic or Latino and Race",Cuban,1258,(+/-666),1160,(+/-655),284,(+/-254),475,(+/-459),2032,"(+/-1,468)",869,(+/-648),128,(+/-187),62,(+/-91)
People,"Hispanic or Latino and Race","Other Hispanic or Latino",5655,"(+/-2,262)",6533,"(+/-1,839)",4450,"(+/-1,321)",5244,"(+/-1,501)",13276,"(+/-3,254)",7944,"(+/-1,787)",8596,"(+/-2,202)",2662,(+/-940)
People,"Hispanic or Latino and Race","Not Hispanic or Latino",709300,"(+/-7,391)",747435,"(+/-10,038)",758164,"(+/-8,290)",734022,"(+/-4,371)",690504,"(+/-7,419)",736180,"(+/-7,729)",731684,"(+/-2,426)",735970,"(+/-5,440)"
People,"Place of Birth","Total population",736055,"(+/-7,386)",767531,"(+/-9,700)",774899,"(+/-8,489)",762763,"(+/-4,263)",757920,"(+/-7,261)",765667,"(+/-7,540)",770073,"(+/-2,331)",748764,"(+/-4,987)"
People,"Place of Birth",Native,689338,"(+/-9,194)",716468,"(+/-9,873)",756627,"(+/-8,804)",739252,"(+/-4,902)",712064,"(+/-7,014)",745366,"(+/-7,580)",743076,"(+/-3,378)",738720,"(+/-5,465)"
People,"Place of Birth","Born in United States",684362,"(+/-9,268)",710731,"(+/-9,921)",751847,"(+/-8,730)",730099,"(+/-4,989)",706681,"(+/-7,089)",739183,"(+/-7,559)",735482,"(+/-3,909)",733499,"(+/-5,686)"
People,"Place of Birth","State of residence",506821,"(+/-8,836)",504190,"(+/-12,968)",579524,"(+/-9,620)",482311,"(+/-8,593)",460647,"(+/-8,404)",496770,"(+/-9,894)",444282,"(+/-8,428)",549208,"(+/-8,666)"
People,"Place of Birth","Different state",177541,"(+/-7,518)",206541,"(+/-8,809)",172323,"(+/-7,075)",247788,"(+/-8,291)",246034,"(+/-8,312)",242413,"(+/-7,202)",291200,"(+/-8,181)",184291,"(+/-6,434)"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",4976,"(+/-1,288)",5737,"(+/-1,245)",4780,"(+/-1,116)",9153,"(+/-1,580)",5383,(+/-976),6183,"(+/-1,170)",7594,"(+/-1,919)",5221,"(+/-1,335)"
People,"Place of Birth","Foreign born",46717,"(+/-4,898)",51063,"(+/-4,070)",18272,"(+/-2,371)",23511,"(+/-2,986)",45856,"(+/-3,432)",20301,"(+/-2,745)",26997,"(+/-2,483)",10044,"(+/-1,998)"
People,Ancestry,"Total population",736055,"(+/-7,386)",767531,"(+/-9,700)",774899,"(+/-8,489)",762763,"(+/-4,263)",757920,"(+/-7,261)",765667,"(+/-7,540)",770073,"(+/-2,331)",748764,"(+/-4,987)"
People,Ancestry,American,28486,"(+/-3,934)",55248,"(+/-5,533)",76963,"(+/-7,390)",69848,"(+/-5,347)",40917,"(+/-4,409)",89160,"(+/-5,030)",68141,"(+/-5,708)",123460,"(+/-6,762)"
People,Ancestry,Arab,5389,"(+/-2,289)",5805,"(+/-2,576)",2096,"(+/-1,114)",1475,(+/-617),2464,"(+/-1,194)",2657,"(+/-1,660)",848,(+/-628),2247,"(+/-1,270)"
People,Ancestry,Czech,2559,(+/-948),5560,"(+/-1,587)",3285,"(+/-1,209)",1751,(+/-743),3475,"(+/-1,023)",1851,(+/-567),3615,"(+/-1,145)",1284,(+/-578)
People,Ancestry,Danish,1226,(+/-501),2265,(+/-726),1773,(+/-701),2211,(+/-702),1926,(+/-791),1789,(+/-771),2781,"(+/-1,169)",1650,(+/-646)
People,Ancestry,Dutch,5708,"(+/-1,637)",8902,"(+/-1,931)",11234,"(+/-2,039)",12718,"(+/-1,892)",9396,"(+/-1,550)",15304,"(+/-2,454)",14501,"(+/-3,213)",11683,"(+/-2,062)"
People,Ancestry,English,31774,"(+/-2,878)",72914,"(+/-5,595)",77135,"(+/-5,631)",73189,"(+/-5,546)",56503,"(+/-4,256)",71994,"(+/-4,667)",86854,"(+/-6,241)",59057,"(+/-4,307)"
People,Ancestry,"French (except Basque)",15160,"(+/-2,559)",34165,"(+/-3,410)",32055,"(+/-4,095)",19756,"(+/-2,847)",17753,"(+/-2,924)",16758,"(+/-2,728)",21756,"(+/-3,052)",33340,"(+/-4,651)"
People,Ancestry,"French Canadian",1032,(+/-477),3168,"(+/-1,841)",1372,(+/-598),1652,(+/-751),1519,(+/-649),2799,"(+/-1,340)",2823,"(+/-1,168)",1005,(+/-498)
People,Ancestry,German,103867,"(+/-6,873)",268935,"(+/-9,139)",270743,"(+/-9,192)",187724,"(+/-8,048)",127137,"(+/-6,679)",191214,"(+/-7,326)",158585,"(+/-7,634)",159427,"(+/-7,316)"
People,Ancestry,Greek,993,(+/-494),3500,"(+/-1,559)",1292,(+/-754),1204,(+/-735),1699,(+/-778),2377,"(+/-1,378)",2862,"(+/-1,721)",1375,(+/-959)
People,Ancestry,Hungarian,2317,(+/-841),4044,"(+/-1,133)",2773,"(+/-1,330)",1196,(+/-716),802,(+/-312),1202,(+/-549),2108,"(+/-1,086)",1213,(+/-570)
People,Ancestry,Irish,68000,"(+/-5,401)",133180,"(+/-8,562)",110314,"(+/-6,778)",92792,"(+/-4,922)",79601,"(+/-5,651)",98528,"(+/-5,513)",94047,"(+/-6,488)",98620,"(+/-6,862)"
People,Ancestry,Italian,25969,"(+/-3,201)",57763,"(+/-6,156)",33556,"(+/-4,680)",16877,"(+/-2,798)",22048,"(+/-2,641)",22295,"(+/-3,684)",16738,"(+/-2,070)",13146,"(+/-2,436)"
People,Ancestry,Lithuanian,1208,(+/-628),1294,(+/-642),543,(+/-446),253,(+/-230),475,(+/-365),174,(+/-162),355,(+/-277),519,(+/-312)
People,Ancestry,Norwegian,2146,(+/-805),5548,"(+/-1,380)",4024,"(+/-1,051)",7399,"(+/-1,399)",5449,"(+/-1,408)",7689,"(+/-1,545)",7163,"(+/-1,678)",4321,"(+/-1,288)"
People,Ancestry,Polish,14102,"(+/-2,051)",25004,"(+/-3,686)",17252,"(+/-2,939)",8711,"(+/-1,838)",6380,"(+/-1,255)",12137,"(+/-2,088)",11461,"(+/-2,187)",6851,"(+/-1,696)"
People,Ancestry,Portuguese,532,(+/-330),1701,(+/-750),975,(+/-646),780,(+/-678),724,(+/-494),1997,"(+/-1,035)",1399,"(+/-1,163)",246,(+/-213)
People,Ancestry,Russian,5049,"(+/-1,608)",9306,"(+/-2,129)",2421,"(+/-1,101)",2071,(+/-877),1855,(+/-743),1488,(+/-578),3631,"(+/-1,564)",1843,(+/-730)
People,Ancestry,Scotch-Irish,4469,"(+/-1,191)",9366,"(+/-2,818)",7823,"(+/-1,714)",11188,"(+/-2,443)",6195,"(+/-1,313)",9892,"(+/-1,789)",11120,"(+/-1,620)",8625,"(+/-1,626)"
People,Ancestry,Scottish,7716,"(+/-1,553)",14065,"(+/-2,450)",13697,"(+/-2,222)",13460,"(+/-2,095)",12140,"(+/-2,068)",16640,"(+/-2,121)",16298,"(+/-2,587)",13459,"(+/-2,466)"
People,Ancestry,Slovak,544,(+/-294),1588,(+/-788),346,(+/-268),651,(+/-451),630,(+/-610),201,(+/-194),154,(+/-208),89,(+/-122)
People,Ancestry,"Subsaharan African",10798,"(+/-2,966)",3712,"(+/-2,551)",3630,"(+/-2,159)",2072,"(+/-1,159)",5823,"(+/-1,975)",5102,"(+/-2,415)",3023,"(+/-2,280)",1175,(+/-617)
People,Ancestry,Swedish,3356,(+/-907),7384,"(+/-1,858)",5237,"(+/-1,232)",8519,"(+/-1,630)",9171,"(+/-1,852)",10559,"(+/-1,895)",9210,"(+/-1,865)",4226,"(+/-1,516)"
People,Ancestry,Swiss,1493,(+/-596),4225,"(+/-1,139)",2407,(+/-871),4777,"(+/-1,344)",1622,(+/-602),3651,"(+/-1,227)",3076,"(+/-1,162)",2567,"(+/-1,262)"
People,Ancestry,Ukrainian,793,(+/-611),1464,(+/-577),269,(+/-199),1936,(+/-998),581,(+/-356),582,(+/-297),1143,"(+/-1,353)",184,(+/-227)
People,Ancestry,Welsh,3177,"(+/-1,145)",5646,"(+/-1,470)",3055,"(+/-1,034)",3798,(+/-989),5015,"(+/-1,231)",5356,"(+/-1,139)",4240,"(+/-1,121)",2899,"(+/-1,057)"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",1721,"(+/-1,171)",347,(+/-288),462,(+/-472),1373,(+/-831),2182,"(+/-1,599)",236,(+/-228),626,(+/-476),489,(+/-703)
People,"Veteran Status","Civilian population 18 years and over",573460,"(+/-6,185)",599746,"(+/-7,575)",591587,"(+/-5,723)",574333,"(+/-4,066)",583272,"(+/-5,331)",581176,"(+/-5,679)",592405,"(+/-1,829)",574951,"(+/-3,385)"
People,"Veteran Status","Civilian veterans",40167,"(+/-2,953)",44114,"(+/-2,718)",58026,"(+/-2,683)",63623,"(+/-3,219)",49216,"(+/-3,419)",52206,"(+/-2,574)",55033,"(+/-2,800)",55886,"(+/-2,962)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",727907,"(+/-7,386)",758334,"(+/-9,632)",763418,"(+/-8,300)",732611,"(+/-4,348)",749741,"(+/-7,770)",746112,"(+/-7,783)",761838,"(+/-2,808)",729431,"(+/-5,527)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",104053,"(+/-5,118)",81797,"(+/-4,446)",98282,"(+/-5,288)",114413,"(+/-4,629)",112516,"(+/-5,523)",96333,"(+/-4,177)",111608,"(+/-5,333)",148813,"(+/-5,545)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",161479,"(+/-3,301)",167496,"(+/-5,082)",182288,"(+/-4,200)",170228,"(+/-2,124)",173455,"(+/-3,448)",183616,"(+/-3,629)",176516,"(+/-1,570)",172636,"(+/-2,963)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",8910,"(+/-1,882)",7467,"(+/-1,554)",7921,"(+/-1,437)",8061,"(+/-1,557)",8530,"(+/-1,671)",7945,"(+/-1,741)",6628,"(+/-1,246)",10172,"(+/-1,683)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",474620,"(+/-5,746)",462887,"(+/-6,848)",466384,"(+/-5,540)",449294,"(+/-3,899)",470361,"(+/-5,807)",450330,"(+/-6,085)",461500,"(+/-2,273)",432303,"(+/-3,755)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",58007,"(+/-4,118)",35862,"(+/-3,033)",51327,"(+/-3,894)",62148,"(+/-3,747)",63612,"(+/-4,033)",49793,"(+/-3,107)",60085,"(+/-4,176)",82323,"(+/-4,692)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",91808,"(+/-2,468)",127951,"(+/-3,223)",114746,"(+/-2,399)",113089,"(+/-1,773)",105925,"(+/-2,119)",112166,"(+/-2,215)",123822,"(+/-1,363)",124492,"(+/-1,861)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",37136,"(+/-2,028)",38468,"(+/-2,735)",39034,"(+/-2,690)",44204,"(+/-2,206)",40374,"(+/-2,596)",38595,"(+/-2,063)",44895,"(+/-2,553)",56318,"(+/-2,581)"
People,"Residence 1 Year Ago","Population 1 year and over",729090,"(+/-7,695)",760074,"(+/-9,716)",766476,"(+/-8,155)",753808,"(+/-4,366)",747425,"(+/-7,326)",757370,"(+/-7,463)",761937,"(+/-2,741)",739400,"(+/-4,945)"
People,"Residence 1 Year Ago","Same house",597980,"(+/-10,134)",663945,"(+/-10,305)",667271,"(+/-10,915)",607112,"(+/-8,626)",627285,"(+/-9,273)",640685,"(+/-10,397)",630241,"(+/-8,075)",622142,"(+/-8,919)"
People,"Residence 1 Year Ago","Different house in the U.S.",125854,"(+/-8,077)",94452,"(+/-7,794)",98032,"(+/-8,060)",140932,"(+/-8,545)",117628,"(+/-7,302)",113499,"(+/-8,757)",129737,"(+/-7,535)",116079,"(+/-7,761)"
People,"Residence 1 Year Ago","Same county",72338,"(+/-6,714)",54403,"(+/-6,391)",52137,"(+/-6,430)",69940,"(+/-6,434)",73726,"(+/-5,735)",57419,"(+/-6,404)",72238,"(+/-6,310)",65539,"(+/-6,178)"
People,"Residence 1 Year Ago","Different county",53516,"(+/-4,964)",40049,"(+/-4,383)",45895,"(+/-5,248)",70992,"(+/-5,508)",43902,"(+/-4,823)",56080,"(+/-5,468)",57499,"(+/-5,016)",50540,"(+/-5,009)"
People,"Residence 1 Year Ago","Same state",29688,"(+/-3,868)",25416,"(+/-4,142)",35162,"(+/-4,740)",42032,"(+/-4,777)",21637,"(+/-3,470)",34402,"(+/-3,687)",37991,"(+/-4,246)",32993,"(+/-4,125)"
People,"Residence 1 Year Ago","Different state",23828,"(+/-3,866)",14633,"(+/-3,115)",10733,"(+/-2,125)",28960,"(+/-3,414)",22265,"(+/-2,980)",21678,"(+/-3,888)",19508,"(+/-3,536)",17547,"(+/-3,152)"
People,"Residence 1 Year Ago",Abroad,5256,"(+/-1,665)",1677,(+/-595),1173,(+/-756),5764,"(+/-1,515)",2512,(+/-879),3186,"(+/-1,274)",1959,"(+/-1,010)",1179,(+/-450)
Workers,"Employment Status","Population 16 years and over",591475,"(+/-6,317)",620851,"(+/-7,551)",612685,"(+/-6,214)",611401,"(+/-3,897)",601724,"(+/-5,735)",602537,"(+/-5,607)",615008,"(+/-2,310)",596080,"(+/-3,766)"
Workers,"Employment Status","In labor force",392418,"(+/-7,824)",414443,"(+/-7,685)",399190,"(+/-8,012)",371680,"(+/-6,424)",390256,"(+/-6,210)",386618,"(+/-6,465)",374981,"(+/-5,105)",333307,"(+/-5,979)"
Workers,"Employment Status","Civilian labor force",392051,"(+/-7,756)",414443,"(+/-7,685)",398503,"(+/-8,004)",354095,"(+/-6,663)",389936,"(+/-6,282)",386114,"(+/-6,471)",374575,"(+/-5,112)",332821,"(+/-5,995)"
Workers,"Employment Status",Employed,357843,"(+/-7,771)",400400,"(+/-7,559)",381462,"(+/-7,936)",334027,"(+/-6,672)",370442,"(+/-6,583)",368098,"(+/-6,515)",356771,"(+/-6,008)",311266,"(+/-6,292)"
Workers,"Employment Status",Unemployed,34208,"(+/-3,471)",14043,"(+/-1,872)",17041,"(+/-2,099)",20068,"(+/-2,348)",19494,"(+/-2,192)",18016,"(+/-1,964)",17804,"(+/-2,552)",21555,"(+/-2,727)"
Workers,"Employment Status","Armed Forces",367,(+/-339),0,(+/-182),687,(+/-430),17585,"(+/-1,552)",320,(+/-268),504,(+/-266),406,(+/-279),486,(+/-340)
Workers,"Employment Status","Not in labor force",199057,"(+/-5,917)",206408,"(+/-5,912)",213495,"(+/-5,558)",239721,"(+/-5,762)",211468,"(+/-4,651)",215919,"(+/-5,127)",240027,"(+/-5,346)",262773,"(+/-6,287)"
Workers,"Employment Status","Civilian labor force",392051,"(+/-7,756)",414443,"(+/-7,685)",398503,"(+/-8,004)",354095,"(+/-6,663)",389936,"(+/-6,282)",386114,"(+/-6,471)",374575,"(+/-5,112)",332821,"(+/-5,995)"
Workers,"Employment Status","Unemployment Rate",8.7,(+/-0.9),3.4,(+/-0.4),4.3,(+/-0.5),5.7,(+/-0.7),5,(+/-0.6),4.7,(+/-0.5),4.8,(+/-0.7),6.5,(+/-0.8)
Workers,"Commuting to Work","Workers 16 years and over",351964,"(+/-7,866)",393985,"(+/-7,601)",377315,"(+/-7,943)",344924,"(+/-6,267)",364336,"(+/-6,566)",362445,"(+/-6,717)",351395,"(+/-6,135)",306523,"(+/-5,970)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",267572,"(+/-7,400)",338581,"(+/-7,407)",322231,"(+/-8,420)",272618,"(+/-5,836)",296876,"(+/-6,587)",300165,"(+/-6,652)",285276,"(+/-6,351)",250291,"(+/-5,690)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",27862,"(+/-2,953)",23927,"(+/-3,057)",33459,"(+/-3,498)",30931,"(+/-2,887)",31120,"(+/-3,004)",31449,"(+/-2,493)",36552,"(+/-3,576)",33166,"(+/-3,096)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",25737,"(+/-3,084)",2246,(+/-722),822,(+/-405),2535,"(+/-1,042)",7779,"(+/-1,390)",1708,(+/-732),2390,"(+/-1,117)",1288,(+/-631)
Workers,"Commuting to Work",Walked,10533,"(+/-2,000)",3584,(+/-935),4259,(+/-907),7946,"(+/-1,479)",7980,"(+/-1,402)",6850,"(+/-1,383)",5720,"(+/-1,010)",6946,"(+/-1,171)"
Workers,"Commuting to Work","Other means",6502,"(+/-1,320)",3569,(+/-987),3975,"(+/-1,180)",5949,"(+/-1,357)",4772,"(+/-1,254)",2335,(+/-685),4556,"(+/-1,300)",4300,"(+/-1,136)"
Workers,"Commuting to Work","Worked at home",13758,"(+/-1,829)",22078,"(+/-2,010)",12569,"(+/-1,807)",24945,"(+/-1,961)",15809,"(+/-2,104)",19938,"(+/-2,052)",16901,"(+/-2,308)",10532,"(+/-1,624)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",24,(+/-0.5),24.7,(+/-0.5),26.6,(+/-0.6),22.8,(+/-0.6),22.9,(+/-0.5),22.6,(+/-0.5),21.8,(+/-0.6),22.9,(+/-0.7)
Workers,Occupation,"Civilian employed population 16 years and over",357843,"(+/-7,771)",400400,"(+/-7,559)",381462,"(+/-7,936)",334027,"(+/-6,672)",370442,"(+/-6,583)",368098,"(+/-6,515)",356771,"(+/-6,008)",311266,"(+/-6,292)"
Workers,Occupation,"Management, business, science, and arts occupations",130843,"(+/-4,980)",192232,"(+/-5,306)",123322,"(+/-5,647)",114914,"(+/-4,779)",122757,"(+/-4,386)",129883,"(+/-5,097)",114485,"(+/-4,761)",90404,"(+/-4,364)"
Workers,Occupation,"Service occupations",75039,"(+/-4,838)",53024,"(+/-3,604)",64192,"(+/-4,150)",56274,"(+/-3,928)",70362,"(+/-4,676)",61783,"(+/-3,466)",66109,"(+/-3,602)",59618,"(+/-3,766)"
Workers,Occupation,"Sales and office occupations",86890,"(+/-4,790)",104029,"(+/-5,122)",92954,"(+/-4,168)",80285,"(+/-4,122)",94365,"(+/-4,674)",86680,"(+/-3,920)",89814,"(+/-4,630)",68375,"(+/-3,312)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",19402,"(+/-2,518)",22395,"(+/-2,036)",43269,"(+/-2,968)",34367,"(+/-2,425)",30155,"(+/-3,057)",36501,"(+/-2,537)",34373,"(+/-3,089)",38953,"(+/-3,270)"
Workers,Occupation,"Production, transportation, and material moving occupations",45669,"(+/-4,022)",28720,"(+/-2,734)",57725,"(+/-4,008)",48187,"(+/-3,107)",52803,"(+/-4,026)",53251,"(+/-2,745)",51990,"(+/-3,386)",53916,"(+/-3,079)"
Workers,Industry,"Civilian employed population 16 years and over",357843,"(+/-7,771)",400400,"(+/-7,559)",381462,"(+/-7,936)",334027,"(+/-6,672)",370442,"(+/-6,583)",368098,"(+/-6,515)",356771,"(+/-6,008)",311266,"(+/-6,292)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1359,(+/-517),2031,(+/-633),6307,"(+/-1,382)",9605,"(+/-1,330)",2657,(+/-764),10757,"(+/-1,180)",5879,"(+/-1,050)",12660,"(+/-1,639)"
Workers,Industry,Construction,14000,"(+/-2,465)",20346,"(+/-2,264)",33328,"(+/-2,915)",23462,"(+/-2,269)",23701,"(+/-2,610)",23342,"(+/-2,522)",25150,"(+/-2,528)",22308,"(+/-2,141)"
Workers,Industry,Manufacturing,32745,"(+/-3,288)",39738,"(+/-3,262)",54536,"(+/-3,528)",37289,"(+/-2,899)",36884,"(+/-2,950)",46893,"(+/-3,054)",40926,"(+/-3,301)",43654,"(+/-3,070)"
