Workers,Employment Status,Unemployment Rate,7.3,(+/-0.6),,,,
Workers,Commuting to Work,Workers 16 years and over,358150,(+/-4,914),,,
Workers,Commuting to Work,Car, truck, or van -- drove alone,120333,(+/-5,085),
Workers,Commuting to Work,Car, truck, or van -- carpooled,18456,(+/-2,298),
Workers,Commuting to Work,Public transportation (excluding taxicab),128135,(+/-5,462),,,
Workers,Commuting to Work,Walked,50165,(+/-4,468),,,
Workers,Commuting to Work,Other means,19532,(+/-2,037),,,
Workers,Commuting to Work,Worked at home,21529,(+/-2,463),,,
Workers,Commuting to Work,Mean travel time to work (minutes),29.8,(+/-0.6),,,,
Workers,Occupation,Civilian employed population 16 years and over,361179,(+/-4,836),,,
Workers,Occupation,Management, business, science, and arts occupations,223262,(+/-5,507)
Workers,Occupation,Service occupations,56545,(+/-3,594),,,
Workers,Occupation,Sales and office occupations,61396,(+/-4,267),,,
Workers,Occupation,Natural resources, construction, and maintenance occupations,7533,(+/-2,003),
Workers,Occupation,Production, transportation, and material moving occupations,12443,(+/-1,892),
Workers,Industry,Civilian employed population 16 years and over,361179,(+/-4,836),,,
Workers,Industry,Agriculture, forestry, fishing and hunting, and mining,195,(+/-183),
Workers,Industry,Construction,9342,(+/-1,984),,,
Workers,Industry,Manufacturing,5025,(+/-1,308),,,
Workers,Industry,Wholesale trade,1932,(+/-593),,,,
Workers,Industry,Retail trade,18086,(+/-2,619),,,
Workers,Industry,Transportation and warehousing, and utilities,9754,(+/-1,841),,
Workers,Industry,Information,14995,(+/-1,965),,,
Workers,Industry,Finance and insurance, and real estate and rental and leasing,22532,(+/-2,717),,
Workers,Industry,Professional, scientific, and management, and administrative and waste management services,83089,(+/-3,672)
Workers,Industry,Educational services, and health care and social assistance,70276,(+/-3,790),,
Workers,Industry,Arts, entertainment, and recreation, and accommodation and food services,35208,(+/-2,933)
Workers,Industry,Other services, except public administration,31896,(+/-3,222),,
Workers,Industry,Public administration,58849,(+/-3,947),,,
Workers,Class of Worker,Civilian employed population 16 years and over,361179,(+/-4,836),,,
Workers,Class of Worker,Private wage and salary workers,255735,(+/-5,309),,,
Workers,Class of Worker,Government workers,87984,(+/-4,601),,,
Workers,Class of Worker,Self-employed in own not incorporated business workers,17069,(+/-2,136),,,
Workers,Class of Worker,Unpaid family workers,391,(+/-248),,,,
Housing,Housing Occupancy,Total housing units,309596,(+/-59),,,,
Housing,Housing Occupancy,Occupied housing units,281787,(+/-3,030),,,
Housing,Housing Occupancy,Vacant housing units,27809,(+/-3,026),,,
Housing,Housing Occupancy,Homeowner vacancy rate,1.4,(+/-0.6),,,,
Housing,Housing Occupancy,Rental vacancy rate,5.1,(+/-0.9),,,,
Housing,Housing Tenure,Occupied housing units,281787,(+/-3,030),,,
Housing,Housing Tenure,Owner-occupied,112555,(+/-3,556),,,
Housing,Housing Tenure,Renter-occupied,169232,(+/-4,150),,,
Housing,Housing Tenure,Average household size of owner-occupied unit,2.42,(+/-0.05),,,,
Housing,Housing Tenure,Average household size of renter-occupied unit,2.13,(+/-0.04),,,,
Housing,Year Householder Moved into Unit,Occupied housing units,281787,(+/-3,030),,,
Housing,Year Householder Moved into Unit,Moved in 2015 or later,25401,(+/-2,498),,,
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,127506,(+/-4,672),,,
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,66266,(+/-3,790),,,
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,27304,(+/-2,160),,,
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,15083,(+/-1,648),,,
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,20227,(+/-1,742),,,
Housing,Value,Owner-occupied units,112555,(+/-3,556),,,
Housing,Value,Less than $50,0,1742,(+/-509),,,
Housing,Value,$50,000 to $99,999,868,(+/-437),,
Housing,Value,$100,000 to $149,999,1886,(+/-630),,
Housing,Value,$150,000 to $199,999,3155,(+/-797),,
Housing,Value,$200,000 to $299,999,15250,(+/-1,795),
Housing,Value,$300,000 to $499,999,27917,(+/-1,977),
Housing,Value,$500,000 to $999,999,43609,(+/-2,603),
Housing,Value,$1,0,000 or more,18128,(+/-1,593),
Housing,Value,Median (dollars),551300,(+/-20,660),,,
Housing,Mortgage Status,Owner-occupied units,112555,(+/-3,556),,,
Housing,Mortgage Status,Housing units with a mortgage,85687,(+/-3,563),,,
Housing,Mortgage Status,Housing units without a mortgage,26868,(+/-2,013),,,
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,85687,(+/-3,563),,,
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,316,(+/-220),,,,
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,4957,(+/-840),,,,
Housing,Selected Monthly Owner Costs(SMOC),$1,000 to $1,499,11657,(+/-1,556),
Housing,Selected Monthly Owner Costs(SMOC),$1,500 to $1,999,16869,(+/-2,009),
Housing,Selected Monthly Owner Costs(SMOC),$2,000 to $2,499,14513,(+/-1,474),
Housing,Selected Monthly Owner Costs(SMOC),$2,500 to $2,999,10848,(+/-1,458),
Housing,Selected Monthly Owner Costs(SMOC),$3,000 or more,26527,(+/-2,023),,
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),2312,(+/-52),,,,
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,26868,(+/-2,013),,,
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,3146,(+/-871),,,,
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,3651,(+/-746),,,,
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,6435,(+/-1,215),,,
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,4013,(+/-940),,,,
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,2786,(+/-741),,,,
Housing,Selected Monthly Owner Costs(SMOC),$1,000 or more,6837,(+/-1,208),,
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),613,(+/-45),,,,
Housing,Gross Rent,Occupied units paying rent,163821,(+/-4,174),,,
Housing,Gross Rent,Less than $500,17461,(+/-2,186),,,
Housing,Gross Rent,$500 to $999,28200,(+/-2,814),,,
Housing,Gross Rent,$1,000 to $1,499,42437,(+/-3,533),
Housing,Gross Rent,$1,500 to $1,999,34371,(+/-2,773),
Housing,Gross Rent,$2,000 to $2,499,20396,(+/-1,861),
Housing,Gross Rent,$2,500 to $2,999,9588,(+/-1,458),
Housing,Gross Rent,$3,000 or more,11368,(+/-1,492),,
Housing,Gross Rent,Median (dollars),1417,(+/-39),,,,
Housing,Gross Rent,No rent paid,5411,(+/-1,090),,,
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),Total households,281787,(+/-3,030),,,
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),Less than $10,0,24290,(+/-2,559),,
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),$10,000 to $14,999,12308,(+/-1,718),
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),$15,000 to $24,999,20598,(+/-2,159),
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),$25,000 to $34,999,20079,(+/-2,411),
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),$35,000 to $49,999,26085,(+/-2,262),
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),$50,000 to $74,999,36416,(+/-2,835),
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),$75,000 to $99,999,31240,(+/-2,882),
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),$100,000 to $149,999,44983,(+/-2,896),
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),$150,000 to $199,0,24445,(+/-2,245),
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),$200,000 or more,41343,(+/-2,599),,
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),Median household income (dollars),75628,(+/-2,493),,,
Socioeconomic,Income and Benefits (In 2015 inflation-adjusted dollars),Mean household income (dollars),114600,(+/-4,986),,,
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,660682,(+/-666),,,,
Socioeconomic,Health Insurance Coverage,With health insurance coverage,635702,(+/-3,976),,,
Socioeconomic,Health Insurance Coverage,With private health insurance,465561,(+/-7,739),,,
Socioeconomic,Health Insurance Coverage,With public coverage,231384,(+/-7,413),,,
Socioeconomic,Health Insurance Coverage,No health insurance coverage,24980,(+/-3,934),,,
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,117415,(+/-217),,,,
Socioeconomic,Health Insurance Coverage,No health insurance coverage,1806,(+/-941),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,All families,14,(+/-1.6),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,21.4,(+/-2.6),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,6.3,(+/-3.2),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,3.5,(+/-1.4),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,4.5,(+/-2.9),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,0.4,(+/-0.7),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,Families with female householder, no husband present,31,(+/-3.6),,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,40.3,(+/-4.6),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,21.8,(+/-11.9),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,All people,17.3,(+/-1.4),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,25.6,(+/-3.4),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,25.3,(+/-3.4),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,20.3,(+/-4.3),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,28.1,(+/-4.2),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,15.5,(+/-1.1),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,15.2,(+/-2.4),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,People in families,15.2,(+/-1.8),,,,
Socioeconomic,Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,20.7,(+/-1.6),,,,
Education,School Enrollment,Population 3 years and over enrolled in school,166940,(+/-4,461),,,
Education,School Enrollment,Nursery school, preschool,14587,(+/-1,794),,
Education,School Enrollment,Kindergarten,6855,(+/-1,110),,,
Education,School Enrollment,Elementary school (grades 1-8),44554,(+/-1,887),,,
Education,School Enrollment,High school (grades 9-12),24605,(+/-1,685),,,
Education,School Enrollment,College or graduate school,76339,(+/-3,703),,,
Education,Educational Attainment,Population 25 years and over,472884,(+/-163),,,,
Education,Educational Attainment,Less than 9th grade,20227,(+/-2,705),,,
Education,Educational Attainment,9th to 12th grade, no diploma,28022,(+/-2,865),,
Education,Educational Attainment,High school graduate (includes equivalency),82181,(+/-4,424),,,
Education,Educational Attainment,Some college, no degree,60107,(+/-3,762),,
Education,Educational Attainment,Associate's degree,14002,(+/-2,076),,,
Education,Educational Attainment,Bachelor's degree,112629,(+/-5,205),,,
Education,Educational Attainment,Graduate or professional degree,155716,(+/-4,691),,,
Education,Educational Attainment,Percent high school graduate or higher,89.8,(+/-0.8),,,,
Education,Educational Attainment,Percent bachelor's degree or higher,56.7,(+/-1.0),,,,
Topic,Subject,Title,District (At Large) Value,District (At Large) Flag,,,,
Business,Paid employees for pay period including March 12,Total for all sectors,513002,G,,,,
Business,Paid employees for pay period including March 12,Agriculture, forestry, fishing and hunting,a,D,,
Business,Paid employees for pay period including March 12,Mining, quarrying, and oil and gas extraction,6,J,,
Business,Paid employees for pay period including March 12,Utilities,2106,J,,,,
Business,Paid employees for pay period including March 12,Construction,9314,G,,,,
Business,Paid employees for pay period including March 12,Manufacturing,1013,G,,,,
Business,Paid employees for pay period including March 12,Wholesale trade,4455,G,,,,
Business,Paid employees for pay period including March 12,Retail trade,21999,G,,,,
Business,Paid employees for pay period including March 12,Transportation and warehousing,3076,G,,,,
Business,Paid employees for pay period including March 12,Information,24055,G,,,,
Business,Paid employees for pay period including March 12,Finance and insurance,17156,H,,,,
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,11067,G,,,,
Business,Paid employees for pay period including March 12,Professional, scientific, and technical services,100443,G,,
Business,Paid employees for pay period including March 12,Management of companies and enterprises,14734,H,,,,
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,32087,G,,,,
Business,Paid employees for pay period including March 12,Educational services,53247,G,,,,
Business,Paid employees for pay period including March 12,Health care and social assistance,66439,G,,,,
Business,Paid employees for pay period including March 12,Arts, entertainment, and recreation,7801,G,,
Business,Paid employees for pay period including March 12,Accommodation and food services,68875,G,,,,
Business,Paid employees for pay period including March 12,Other services (except public administration),75051,G,,,,
Business,Paid employees for pay period including March 12,Industries not classified,77,J,,,,
Business,Annual payroll ($1,000),Total for all sectors,38445917,G,,,
Business,Annual payroll ($1,000),Agriculture, forestry, fishing and hunting,D,D,
Business,Annual payroll ($1,000),Mining, quarrying, and oil and gas extraction,566,J,
Business,Annual payroll ($1,000),Utilities,279486,J,,,
Business,Annual payroll ($1,000),Construction,639641,G,,,
Business,Annual payroll ($1,000),Manufacturing,52509,G,,,
Business,Annual payroll ($1,000),Wholesale trade,384261,G,,,
Business,Annual payroll ($1,000),Retail trade,635359,G,,,
Business,Annual payroll ($1,000),Transportation and warehousing,220211,G,,,
Business,Annual payroll ($1,000),Information,2642937,G,,,
Business,Annual payroll ($1,000),Finance and insurance,3040944,H,,,
Business,Annual payroll ($1,000),Real estate and rental and leasing,767734,G,,,
Business,Annual payroll ($1,000),Professional, scientific, and technical services,12460755,G,
Business,Annual payroll ($1,000),Management of companies and enterprises,969356,H,,,
Business,Annual payroll ($1,000),Administrative and support and waste management and remediation services,1366074,G,,,
Business,Annual payroll ($1,000),Educational services,2634025,G,,,
Business,Annual payroll ($1,000),Health care and social assistance,3959232,G,,,
Business,Annual payroll ($1,000),Arts, entertainment, and recreation,568679,G,
Business,Annual payroll ($1,000),Accommodation and food services,1910266,G,,,
Business,Annual payroll ($1,000),Other services (except public administration),5912008,G,,,
Business,Annual payroll ($1,000),Industries not classified,1846,G,,,
Business,Total Establishments,Total for all sectors,22553,X,,,,
Business,Total Establishments,Agriculture, forestry, fishing and hunting,1,X,,
Business,Total Establishments,Mining, quarrying, and oil and gas extraction,5,X,,
Business,Total Establishments,Utilities,49,X,,,,
Business,Total Establishments,Construction,459,X,,,,
Business,Total Establishments,Manufacturing,101,X,,,,
Business,Total Establishments,Wholesale trade,419,X,,,,
Business,Total Establishments,Retail trade,1751,X,,,,
Business,Total Establishments,Transportation and warehousing,164,X,,,,
Business,Total Establishments,Information,749,X,,,,
Business,Total Establishments,Finance and insurance,974,X,,,,
Business,Total Establishments,Real estate and rental and leasing,1242,X,,,,
Business,Total Establishments,Professional, scientific, and technical services,5532,X,,
Business,Total Establishments,Management of companies and enterprises,212,X,,,,
Business,Total Establishments,Administrative and support and waste management and remediation services,1114,X,,,,
Business,Total Establishments,Educational services,580,X,,,,
Business,Total Establishments,Health care and social assistance,2106,X,,,,
Business,Total Establishments,Arts, entertainment, and recreation,342,X,,
Business,Total Establishments,Accommodation and food services,2504,X,,,,
Business,Total Establishments,Other services (except public administration),4153,X,,,,
Business,Total Establishments,Industries not classified,96,X,,,,
Source: 2015 American Community Survey 1-Year Estimates,,,,,,,,
Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics.
Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race.,,,,,,,
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.,,,,,,,,
An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.,,,,,,,
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.,,,,,,,,
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.,,,,,,,,
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.,,,,,,,,
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.,,,,,,,,
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.,,,,,,,,
An '(X)' means that the estimate is not applicable or not available,,,,,,,,
If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes.,,,,,,,
Source: 2015 County Business Patterns for Congressional Districts,,,,,,,,
1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry.,,,
2. Industries not classified - Industry could not be determined.,,,,,,,,
3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts.,,,,,,,
4. If a sector does not appear in a district, CBP did not identify any establishments in the district.,,,,,,,
5. Disclosure and Quality Indicator Flag Definitions:,,,,,,,,
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals,,,,,,,,
G Cell value changed by less than 2 percent by the application of noise,,,,,,,,
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise,,,,,,,,
S Cell value withheld because it did not meet publication standards,,,,,,,,
N Not available or not comparable,,,,,,,,
X Not applicable,,,,,,,,
a 0 to 19 employees,,,,,,,,
b 20 to 99 employees,,,,,,,,
c 100 to 249 employees,,,,,,,,
e 250 to 499 employees,,,,,,,,
f 500 to 999 employees,,,,,,,,
g 1,000 to 2,499 employees,,,,,,
h 2,500 to 4,999 employees,,,,,,
i 5,000 to 9,999 employees,,,,,,
j 10,000 to 24,999 employees,,,,,,
l 50,000 to 99,999 employees,,,,,,
m 100,000 employees or more,,,,,,,
