County,Precinct,CD,Clinton,Trump,Total
Rockingham (pt.),Atkinson,2,"1,671","2,595","4,460"
Rockingham (pt.),Auburn,1,"1,307","2,031","3,508"
Rockingham (pt.),Brentwood,1,"1,145","1,267","2,555"
Rockingham (pt.),Candia,1,855,"1,553","2,554"
Rockingham (pt.),Chester,1,"1,092","1,727","2,958"
Rockingham (pt.),Danville,1,860,"1,580","2,565"
Rockingham (pt.),Deerfield,2,"1,091","1,607","2,853"
Rockingham (pt.),Derry,1,"6,825","9,237","16,913"
Rockingham (pt.),East Kingston,1,608,830,1537
Rockingham (pt.),Epping,1,"1,625","2,117","3,959"
Rockingham (pt.),Exeter,1,"5,514","3,286","9,248"
Rockingham (pt.),Fremont,1,965,"1,591","2,709"
Rockingham (pt.),Greenland,1,"1,396","1,074","2,587"
Rockingham (pt.),Hampstead,1,"1,966","3,186","5,388"
Rockingham (pt.),Hampton,1,"4,953","4,802","10,161"
Rockingham (pt.),Hampton Falls,1,672,822,1566
Rockingham (pt.),Kensington,1,642,668,1382
Rockingham (pt.),Kingston,1,"1,422","2,081","3,689"
Rockingham (pt.),Londonderry,1,"5,968","7,338","14,049"
Rockingham (pt.),New Castle,1,481,279,797
Rockingham (pt.),Newfields,1,603,474,1133
Rockingham (pt.),Newington,1,271,292,590
Rockingham (pt.),Newmarket,1,"3,157","1,836","5,364"
Rockingham (pt.),Newton,1,991,"1,593","2,717"
Rockingham (pt.),North Hampton,1,"1,562","1,448","3,137"
Rockingham (pt.),Northwood,2,"1,056","1,385","2,581"
Rockingham (pt.),Nottingham,1,"1,365","1,511","3,073"
Rockingham (pt.),Plaistow,1,"1,672","2,531","4,399"
Rockingham (pt.),Portsmouth Ward 1,1,"1,839",789,2773
Rockingham (pt.),Portsmouth Ward 2,1,"2,296",678,3119
Rockingham (pt.),Portsmouth Ward 3,1,"1,528",779,2405
Rockingham (pt.),Portsmouth Ward 4,1,"1,374",812,2291
Rockingham (pt.),Portsmouth Ward 5,1,"1,874",574,2581
Rockingham (pt.),Raymond,1,"1,921","3,151","5,348"
Rockingham (pt.),Rye,1,"2,211","1,579","3,980"
Rockingham (pt.),Salem,2,"6,068","9,312","15,986"
Rockingham (pt.),Sandown,1,"1,207","2,144","3,557"
Rockingham (pt.),Seabrook,1,"1,595","2,743","4,494"
Rockingham (pt.),South Hampton,1,246,315,585
Rockingham (pt.),Stratham,1,"2,593","2,005","4,857"
Rockingham (pt.),Windham,2,"3,507","4,825","8,760"
Strafford,Barrington,1,"2,375","2,469","5,222"
Strafford,Dover Ward 1,1,"1,863",733,2789
Strafford,Dover Ward 2,1,"1,903",856,2947
Strafford,Dover Ward 3,1,"1,960","1,298","3,432"
Strafford,Dover Ward 4,1,"1,763","1,152","3,092"
Strafford,Dover Ward 5,1,"1,381",951,2502
Strafford,Dover Ward 6,1,"1,248","1,025","2,389"
Strafford,Durham,1,"6,501","2,450","9,530"
Strafford,Farmington,1,"1,127","1,785","3,100"
Strafford,Lee,1,"1,630",824,2616
Strafford,Madbury,1,632,422,1131
Strafford,Middleton,1,289,602,922
Strafford,Milton,1,847,"1,339","2,301"
Strafford,New Durham,1,578,981,1643
Strafford,Rochester Ward 1,1,"1,071","1,407","2,635"
Strafford,Rochester Ward 2,1,"1,150","1,425","2,738"
Strafford,Rochester Ward 3,1,"1,017","1,370","2,546"
Strafford,Rochester Ward 4,1,"1,048","1,190","2,371"
Strafford,Rochester Ward 5,1,"1,034","1,388","2,554"
Strafford,Rochester Ward 6,1,947,"1,009","2,091"
Strafford,Rollinsford,1,769,711,1582
Strafford,Somersworth Ward 1,1,683,624,1388
Strafford,Somersworth Ward 2,1,523,488,1061
Strafford,Somersworth Ward 3,1,500,513,1065
Strafford,Somersworth Ward 4,1,533,437,1019
Strafford,Somersworth Ward 5,1,404,327,779
Strafford,Strafford,1,"1,118","1,296","2,535"
Sullivan,Acworth,2,274,240,552
Sullivan,Charlestown,2,"1,041","1,159","2,317"
Sullivan,Claremont Ward 1,2,716,715,1537
Sullivan,Claremont Ward 2,2,974,"1,039","2,132"
Sullivan,Claremont Ward 3,2,839,926,1843
Sullivan,Cornish,2,570,400,1012
Sullivan,Croydon,2,126,271,420
Sullivan,Goshen,2,153,260,438
Sullivan,Grantham,2,"1,265",699,2036
Sullivan,Langdon,2,184,197,390
Sullivan,Lempster,2,226,428,680
Sullivan,Newport,2,"1,085","1,665","2,904"
Sullivan,Plainfield,2,957,458,1488
Sullivan,Springfield,2,344,422,817
Sullivan,Sunapee,2,928,"1,044","2,080"
Sullivan,Unity,2,281,473,797
Sullivan,Washington,2,247,400,686
